id,sentence,sentiment
3272,Decent breakfast and service. Cute little restaurant. The fresh squeezed orange juice was amazing!,4
33177,"My wife and I were looking for a dinette table. We looked at many places and ended up at the RoomStore. We found a great table and decided to purchase the item. \n\nThe salesman was nice and didn't provide too much pressure. \n\nThere is a LARGE selection of items-couches, tables, chairs, dressers etc.\n\nMy problem was that we bought the table and had a deferred pickup due to moving into a new home several weeks down the road. I placed a small down payment to reserve my item. After several weeks, I contacted the RoomStore to pick up my item since I just moved into my new home. My item was not in stock and was told to call back later in the week. I called 4 days later and was informed the item was now available. \n\nToday, I went to pay the balance of my purchase and take home the table. Small problem, the table and chairs are not at this location.  I was given the choice to pick up the item at the distribution center 30 minutes away or wait until until Tuesday. I wish that during my several contacts during this process that someone would have told me that I wouldn't be able to pick up my item here or wait several other days. I was not happy! Now I have to go back once again to pick up the table and chairs.",2
31807,"When we arrived we headed to the saloon where we seated ourselves, waited a bit for service, When service did arrive, we were told to take our time, but felt rushed by the server.  A comment was made because I brought a special salad in I have to eat because of my health and doctor recommendations. My daughter and wife ate off the menu, and i split the lunch with my wife. Maybe it's because of health laws, which I was made aware of by the waiter, but the initial remark sparked this yelp comment.  He did tell me later he realized we did order from the menu, but reminded me you don't come into a bar and bring your own beer!   True, but then I also have to adhere to my food i brought and not letting it spoil in the hot car. I will not say i'm not at fault on this entirely, but  I should have consulted the manager prior. It's just that b4 making any comments at least question and find out why I had brought in the food; don't just assume, or state your policy politely.  The ice cream shop would even spot me a small complimentary scoop to see if it agreed with my tastes. So I said ok, never mind and walked out.  We didn't even bother going to the mercantile store!!  I'd not be interested to revisit this place",1
33269,"The place is nice and the service is nice as long as you don't have your nails done by the OWNER. Please know I don't usually give bad reviews about anyone's business and try to see the better good in things furthermore in people. However, I've been getting my nails done religiously every two weeks for over 25 years. And just a manicure at that...so I know a thing or two about nails. \nI don't live in the area I'm just visiting family but I came here because a few years back I had a great experience with a wonderful young lady and I was hoping she would be there again. But this time I had the owner and I found her remarks to be rude and annoyingly pushy. It seemed like you came to her salon and she was doing YOU the favor.  She ruined my every positive thought about her salon and a word of advise to you... stay away from the OWNER and you'll have a nice experience.",1
8904,"name changed to \""Nate's Place\""\n\nhow do i explain this joint?\n\nit's been around for quite some time, and since moving nearby, jsut recently began coming up in the radar of nearby dive bars.\n\npros: i can ride my bike here. the new owner is cool. they do poker tournaments. they do karaoke. for a dive they have nice beers on tap, like harp, guiness, ace pear and kiltlifter. they have food (never tried it, though). \n\ncons: standard stuff that goes along with a dive bar, but that's kind of what makes it fun to go there. my favorite old bar fly is Einstein (so nicknamed by my former roommate for his wild, white hair); he speaks in these sort of half sentences all the time - you get either the first part or the tail end of any thought that happens into his head. he favors the ladies (shocking, i know), and although seems out of it, is surprisingly lucid at 1 a.m. for example, he was going on about a sort of conspiracy theory, and to placate him and being my usual sarcastic self, i commented \""ah, i see, it's all coming together now.\"" at which point, whithout missing a beat, he responded, \""i don't care if it all falls apart.\"" and launched right back into his half-sentence tale of the collusion de jour. well played, einstien. \n\nanyway, back to cons: it is waaaay too bright inside here for a bar of that caliber. and, the karaoke patrons tend to be the ones trying to take their serious shot at american idol - i heard more sappy pap country love songs and creed than i can handle. i guess i'm used to more upbeat or fun karaoke, not  this, \""i'm seriously belting a love song in a dive bar at midnight on the weekend\"" variety.\n\nit's got outside seating area with tables, but the view is terrible - kyrene road right at baseline in a kind-of strip mall. \n\nmore cons:  they only have a beer and wine license... that means no shots... or no shots made with any liquor that has over 12 percent alcohol content or something. weird, right? \n\nthe last three times i visited Nate's Place I left either immediately after or before finishing my first beer, and the last straw was a Thursday night when I took my beer on the patio to escape the way-too-loud  creed karaoke to find a very strange group of crack heads. I blatantly studied the dynamic of the group - they were loud and seemingly begging for and def enjoying the attention - and came to the conclusion that the mid to late 20's gentlemen fancied hisself a pimp; I swear to god he even rocked a cane. He dressed white trash meth-ghetto and had what appeared to be a strung out prostitute in tow. I haven't been back since.",4
5012,"I go here to get my dog food and dog utilities. Staff is nice, if you run into them they will help. The store is always clean!",4
15418,"Pretty good for what it is.\n\nFrankly, we filled up on all the gimmicky starters.  The bread included olive bread with a chive spread that was delicious.  We were in a junk food mood and ate a ton of the pigs in a blanket , tried the mini chili dogs (the equivalent to the sliders at sister restaurant Fix in the Bellagio), the onion rings, etc.  All tasty.  Oh!  They also have a roasted tomato soup served with miniature grilled cheese sandwiches.  MMMmmmm.\n\nThe steaks were great, too.  I tried the Cowboy steak, which was delicious.\n\nWere were here, because we were going to see Cirque du Soleil's Love immediately afterwards, and it was a solid choice.",3
32163,"Texas Roadhouse is your typical steak house. Tons of hungry families trying to get a decent meal that's cheap and tastes good. This location is very big, and was a bit crowded when we arrived. No complaints though, because it was a Friday night. \nThe servers, while busy, were very attentive and we got our food fairly quick. I have to say I love the rolls and the butter that comes with them YUM!\n\nMy boyfriend and I both got Ribeye Steaks,  medium. They were cooked they way we like them, but there was just way to much salt. While the steaks were juicy, we couldn't help but notice the overpowering salt flavor. \n\nNormally previous Texas Roadhouse experiences have been alright, but this time my boyfriend got a rock in his salad, how does that happen? The good thing is he didn't chip or break any teeth biting down on it. The manager on duty, Sarah, was very understand and gave him his meal for free, the situation was handled well. \n\nOverall our experience was ok, nothing that will keep us from coming in, or not coming again.",3
31979,"A few years ago I had an absolutely amazing customer service experience at this apple store.  I dropped my Macbook and had to replace it right before new ones were coming out.  When the new, far more powerful ones were released, I figured it would be worth a shot to bring it in and say that mine had crashed a few times (that's true).  They not only replaced it with one of the new ones, but gave me a hard drive that was twice the size of the one I had purchased.  There was no charge whatsoever and I was literally in and out in under ten minutes.  It was incredible. It made me feel like my decision to buy a premium product for a premium price had paid off, since I got premium service.   I told everyone about it.   \n\nFast forward to three weeks ago when I bought a new Iphone 6.  I reserved a phone on the web site and took the bus to the mall.  When I showed up, almost two hours had passed since I placed the order.  Nonetheless, when I showed up at the store, it hadn't been processed.  So my phone was in the back of the store, my payment had gone through, but their system hadn't handled it yet.  Instead of figuring out a way to resolve this, the employee I spoke to told me to wait for an email.  I ended up waiting in the food court for another hour.  That sure wasn't premium service, but it as the sort of thing I could overlook.\n\nThen last week I heard from my dad, who is the account holder on our family plan.  Apparently, through no fault of my own, I had somehow ended up selecting a billing option that was going to cost us about $300 a year for no good reason whatsoever.  (The entire explanation is too boring to go into-- trust me, though, it was their fault).\n\nAfter \\  many, many, many hours on the phone w/ ATT, it was determined that I needed approval from an Apple Store manager to switch the plan.  So I called them.  At least I tried to.  They didn't pick up their phone.  For four hours.  I started a web support chat.  The rep tried to call them.  They didn't pick up.  Finally, after hours I screamed at the automated prompt: \""Put me on with a f***ing person!\"" That cued an automated response: \""We are sorry for your frustration!\"" Then, magically, I got a person.  (By the way, no one ever seemed to acknowledge how insanely unacceptable it was that they didn't answer their phone.)\n\nTo make a long story a little shorter-- when I finally went into the store, they were unable to help me because despite the fact that ATT and Apple have been partners for over seven years, they are still completely incapable of communicating with each other.  (Again, it's a long, stupid, frustrating story. You'll have to take my word for it.) \n\nWhen it became clear that we were going to be out 300 bucks, I asked the manager what he could do for me to take away the bad taste caused by their utter incompetence.  He hemmed and hawed and then asked, \""What would it take to make you happy?\"" I replied, \""An iPad.  If you give me an iPad, I'll not only be happy, but I'll go back to raving about what incredible customer service Apple has.\""  He scoffed at that and offered me... a case for my iPhone.  That's right, he offered me a $20 piece of plastic to compensate me for at least 25 hours on the phone and $300 in losses.  I scoffed at that and we finally agreed to an upgrade to Applecare+ and a replacement cord for my laptop.  It felt like I had to fight for every inch here.  \n\nI told these guys exactly what they could do to make me happy and they refused to do it.  And lest you think that this was an unreasonable request, think about it this way: I've probably spent somewhere in the neighborhood of $10,000 on Apple products in the last fifteen years.  I'd likely spend tens of thousands of dollars more over the course of my life.  I'd continue to tell people about what incredible customer service Apple has.  They could have secured thousands in profits for a few hundred bucks.  They chose not to.  \n\nApple products used to be better than their competitors'.  They're not anymore, and I knew that.   The only reason I kept buying them was because I thought I'd get a premium experience--that if there were a problem it would be solved in a way that impressed me without wasting hours on the phone.  They don't have that advantage anymore.  They're just the guys selling the same thing as everyone else for much, much more money.\n\nNice work, Apple.  \n\n(The only reason they get two stars is that one employee, Patrick, was really very good in dealing with the morons at ATT.  He's also the only person who seemed sincerely sorry about my experience.  Thanks, Patrick.  You did a MUCH better job than your bosses.  Tell them to pick up their phone when it rings.  Oh, and I'd still be glad to take that iPad if you guys decide that spending a few hundred bucks now is worth thousands and thousands in profits over the next twenty years.  Something tells me that this isn't in the cards.)",2
36443,"This place is an absolute nightmare.  I'm in the market for a new gym, but this place won't be it. I arrived at Urban Active tonight at 6:10 and asked to be added to the spinning class list for 6:30.  \""Nope, it's full...you should really get here 40 minutes before the class starts\"".  Bwah?  Who has 40 extra minutes in their day? And they don't take phone signups, either.  I shrugged it off and went to an ab class.  I'm standing around, waiting, waiting, 10 minutes after the class was supposed to start we get called into a class - but wait! It seems like it's the tail end of another class.  We all do some planks and bicycle crunches. The other class ends and the instructor tells them to \""be sure to get here early for tomorrow's class; last time 70 (SHE SAID SEVENTY) people showed up.\""  After the class leaves, she turns to us, the ab class people, and says that....the class has been canceled. FOR A MONTH.  At this point I'm just in shock; I should have walked out.  Instead I tell the front desk and they're unfazed, and they assign me to a tour with Michelle.\n\nSo I go on my tour with Michelle, who informs me that my current gym is shit (it's not, it's just expensive - it's actually the best gym in the city, and the *only* place with a whirlpool and steam room for women.  It's the JCC, if anyone is curious). She insists it is shit again (I had no idea that spa style wooden lockers and more expensive equipment were shit), then becomes aggressive with me. I'm aware she's using a classic hyper-aggressive sales pitch, but I'm not taking her seriously.  At 645, when we started our tour, there was a line for treadmills and for ellipticals - oh, and I saw the line from the first floor, because Michelle never showed me the 2nd floor.  When I asked why there weren't more machines/it was so busy, she said \""oh, well you're better off coming during the day\"".  Riiiight, during the day!  Will she tell my boss I won't be making that 2pm meeting?  The locker rooms are very no-frills, and the personal training desk was so tacky that it had individual credit card machines front and center of every chair.  \n\nBut really, the icing on the cake (and by now, you're waiting for the juggernaut, aren't you?) was her casual anti-semitism.  Yep.  She said that \""dozens\"" of members of the JCC had been in today because it was closed.  \""What's up with being randomly closed all the time, we're only closed on Christmas!\"" boasts Michelle.  Well, Michelle, it's not Columbus Day or Thirsty Thursdays, which you seem to celebrate, it's actually the freaking Jewish New Year and the kickoff leading up to Yom Kippur.  Someone should probably tell Michelle that Christmas isn't a national holiday.\n\nJoin this gym if only you're looking for a hookup scene or to snag a new date, because it certainly has that in its favor.",1
16481,"We all have those nights that we'd like to forget and my time at Rain is one of them. Things started off nice as we arrived in a limo and everyone made it here. I'm not sure how we ended up at Rain because everyone talked about going to Ghostbar or Moon earlier, but we had the hookups got into the VIP line, bypassing the wait time, which was nice. Then it started to head downhill from here. I felt extremely sick and I wasn't the only one. At least I made it into the club. \n\nThe club itself actually is pretty decent. The coolest part was definitely the acrobatic performers and dancers. They were hanging from the ceiling and did a ton of amazing gymnastics, which required a lot of strength and flexibility. They were also getting the crowd into it by tossing out glow-sticks and these little cartridges filled with shots (albeit nasty tasting shots). Everything else about this place sucked including the weird techno house music and the crowd. I didn't know we were getting into a place that only played techno. I felt like this was more of a rave than anything else. \n\nThe creepiest thing about this night were the cougars. Like, 40-year-old cougars. It felt like we were the youngest people here and we're already in our mid 20s. It was just really weird. Imagine your mom here. Yeah, it's that bad. Forget the cover that you paid - that's already sunk costs. Not even pho the next morning can remedy you from a night like this.",2
14875,What can I say??  This place is one of my favorite restaurants in all of Phoenix!   The outdoor patio is really cool and the service has always been spot on.  They even have coca-cola in the bottle!  I have never had a bad meal here and the rib eye steak tacos are awesome with the homemade pancake style tortillas!  You can not go wrong at Chelsea's Kitchen!,4
6266,"Meh. No macaroons. Cold standoffish worker seemed mad about something. Rolled his eyes multiple times and got angrier the more questions we asked him, even after we apologized explaining it was our first time here. It didn't really make sense, but the food, coffee, or hot chocolate wasn't worth going back to possibly receive an attitude with. Just stopped in on our way to Sadu, won't be returning. \n\nWe ordered a lemon bar, a chocolate chip muffin, a small hot coco, and a medium decaf mocha coffee. Which came up to about $10.18 not really worth it.  I really wanted to like this place because it's on my way to school too. Darn.",1
32426,"We made a trip back to Vegas for Thanksgiving.  The weather was so nice, we had no choice but to head out for a few hours on the Harley.  Despite living in Vegas for years, no visit is complete without a cruise down the Strip, so that was how we ended our ride.\n\nI wish I could give the Las Vegas sign a five star rating, but for me this iconic spot isn't the same as it used to be.  It is just too accessible now.  There is always a massive crowd.  Long gone are the days of parking on the side of the road in the middle of the night, running across the six lane mega street to get a photo.  No longer do party buses park illegally in the turn lane and let the crazies jump off the bus for a quick snapshot  to memorialize an awesome night (not that I would know).\n\nNow there is a parking lot....The ease of access has increased sign traffic  immensely.  Useful?  Yes, but the lack of the Frogger-esque challenge of getting to the sign, and that fact that you have to wait in a line to take a picture, have diminished the fun and coolness factors exponentially.",4
11917,"I was visiting Las Vegas for the first time this past weekend, and while gambling is fun for some people I was much more fascinated by the dining options here - truly a disneyland for the foodie... with that said I was with a group of people who don't share the same views on the city and decided to try Emeril's after everyone else had left and I still had time to kill.  I don't like eating alone and so I chose to sit at the bar for a late lunch.  The server working the bar was extremely friendly and able to give me wonderful suggestions both on the lunch menu and on wines by the glass.  I had an amazing burger - I know, I know - but it was too good to pass up.  It had blue cheese and portabello mushrooms on it with a homemade mayo and portwine ketchup.  I saw several other dishes go by that looked equally delicious.  Also, the cornmuffins and sweet roll that accompanies all meals are not to be passed up.  Definitely one of the more relaxed restaurants in the MGM.",4
23180,"HAPPY and FAT. \n\nThe operative words that come to mind when I hear the name Mario Batali. Sadly, the overpriced, lackluster fare at Carnevino only made me the latter! But, as a disclaimer, it has been quite a while since my visit here, so hopefully they've made some improvements since then. \n\nLocated in The Palazzo, Carnevino semi-failed from the get-go. While it maintains the top-notch customer service and decadent, chic decor expected of a high-end Vegas establishment, the ambience was marred by the raucous sound of Beastie Boys blarring from the stereo system. I'm not neccessarily opposed to them, but the likes of \""Intergalatic\"" and \""Sabatoge\"" didn't jive well with the up-scale environment.  \n\nThe menu was sneaky too. So, watch out! Case in point, the prices listed for the pastas range from $17-$31; however, these are for appetizer portions only. An additional $15 needs to be tacked on for the entree size. Also, the steak for two is listed as $72, but it's $72 PER PERSON, making it a whopping $144.  A steak legitimately worth that much wouldn't be for eating, as it should be plated in precious metals and embedded with Swarvoski crystals.\n\nWe ended up ordering the Bison Carpaccio & Fried Calamari appetizers, 16-oz bone-in New York strip, Grilled Sweetbreads, & Pork Milanese. Pretty much all the main courses failed, and for an establishment that boasts \""the highest-quality, excellently prepared steaks\"" I was seriously expecting more than the the chewy, bland New York strip that was served. The appetizers were actually pretty good, and I'd recommend getting the Bison Capaccio. But other than that, the highlights of the meal were the complimentary cheese puffs & the bread w/butter & peppered lard. \n\nNeedless to say, this was a sad way to start out our trip in Vegas. Luckily, our night of debauchery at XS later on that night made up for it. Two stars!",2
35148,"The food is good.  The service was excellent.  Usually however, in Indian restaurants, they give the rice WITH the food.  At this particular restaurant you have order the rice separately and its pretty expensive.  I thought this restaurant was a little more pricier than most.  I don't think I would rush back here for dinner when I am in AZ again but may try the buffet for more of the options.",3
30572,Sushi was alright not the best i've tasted but good enough.,3
47806,I ate here on last weekend and thought the burgers were really good. Although... A friend and myself became deathly ill that night. If you ever had food poisoning it is not fun. I know for a fact it was from there.,1
45285,"Like much in Vegas, pretty on the outside, but no substance.\n\nAte here twice on a recent business trip. The space, redecorated from its previous goofy pseudo-diner style, is quite nice, masculine and casual yet well-appointed, with a classy bar and the now-ubiquitious but still pretty old style light bulbs. Sat at the bar and had friendly and attentive service. \n\nThe breakfast was standard - eggs/toast/sausage/potatoes were like \""diner plus\"" with a flavorful pepper mixed in with the potatoes and thick texas style toast. Fine. The major disappointment was dinner. I went in craving something just barely healthy (after a few days in Vegas I was desperate for a vegetable) and the main recommended entree at Citizens is a chicken/brocolli/potato plate that looked great. Unfortunately the execution was inexcusably poor, especially for a \""signature\"" dish. The chicken was flavorless and dry, even with the skin left on. Broccoli rabe was undercooked and also flavorless, and the potato quarters were the least cooked of all, with a full half of them too hard to even cut with a fork, and inedible. Everything sat in a plate full of broth, perhaps that's in an attempt to disguize the dryness and blandless of the food, but even the broth doesn't help. Chow in San Francisco does this chicken/brussel sprouts/mashed potato dish that's just bursting with flavor and juiciness, and it's like 12 bucks. This $25 plate was just sad and pointless. Again, like so much in Vegas in general, it's an opportunity to spend twice as much on something half as good.",2
42790,"This place was not worth the price. The only reason it gets two stars is because the food was decent and the patio area is nice. They also have a groupon which is a plus. We went on a Saturday night at 9pm. We walked in the door and there was no hostess to greet us. We stood around until we finally got someone's attention. \n\nOnce we were seated we got our water glasses filled quickly but did not see a server for 15 minutes for even a drink order. I found this to be odd as the place was not busy at all. Once the server finally came over we ordered drinks and an appetizer. The calamari. The appetizer came out before 2 beers and 2 glasses of wine. The calamari was fried but very soggy. When served the appetizer, we ordered entrees. We were forced to order something every time the server came over, being  that we barely saw the guy. We all ate and we were satisfied with our food. \n\nWe paid the bill and I left a tip based on the service I received. We left the restaurant and the server ran after me (outside of the restaurant) and asked me to leave him a bigger tip. I was appalled. Don't go here. Not even worth the groupon. Service sucks.",2
22048,I ordered a green tea smoothie. A large. I was watching the guy make my drink and the smoothie was not even close to the top. He tried playing it off by shaking my drink afterwards so it can seem like it's full. I could've just paid for a small drink for the amount he gave me. I always come back here to give it a shot but ehhh. It's the same experience.,1
2528,I like the pan fried dumplings and the hot and sour soup. The entree plates are huge and made to share. Staff is friendly and the drinks are good.,3
30518,"When i'm in Vegas for work, i often go to Sura BBQ. It's a very big place and their food is decent. Will be back in few months.",3
29540,"Hours on the door say 12noon- ..well, who cares. We were there at noon on a Saturday to pick up our wine after MONTHS of it \""not being ready\"". Talked to the owner, left messages, etc etc.. It was finally ready and here we are!!! Doors locked. These people suck. They eventually agreed to drop off our wine for us at our house and they did. The End- finally",1
43854,"Yum if you like buttery selections (eg. Broccoli , mac'n'cheese, mashed potatoes).  They do have a nice selection of Asian foods.  We went for lunch.  The dude cutting the meats have a positive attidude and makes the experience more enjoyable .  Though the price is a little high $41.99 for weekend brunch, but definitely worth a try.  You can save a whole buck if you are a current Caesar card holder, woot.",4
2984,"I go to this restaurant usually on Sunday morning because they have their awesome double stamp days. \n\nNow for the restaurant-The wait can be a little annoying especially on the weekends. But, that's expected. \n\nThe atmosphere-I usually  go to the one in Chandler off of Ray Rd. The atmosphere is very friendly and the restaurant is clean. I like the little breakfast bar they have. \n\nFood-The food is delicious and they have the perfect portions for me. However, my husband often complains that they don't give him enough food. But, this is where the cool little $1 menu comes in. They have a wide  range of things that you can add to your meal for $1. I usually add the fruit cup or mini-pancakes. I haven't had a chance to try a lot of their menu items. They have a pretty long list of items and I often get overwhelmed trying to figure out what to order. I have had the 7 Veggie Omelette. It was very tasty! What made it more enjoyable was knowing that I was eating a healthy omelette. Some of them have tons of ingredients and even one with all meat. The one thing that I have tried that I DO NOT recommend is the biscuits and gravy. I have had better. The gravy can taste a little bland and the biscuits taste chewy on the inside. \n\nServices-The service can be hit or miss. But, I do like that they give a large cup of your beverage to go. \n\nGreat place overall.",3
14773,"It seems like every time I try to eat something that's not a buffet or outrageously expensive on the Strip, I end up having a horrible experience.  Alas, this was no different.\n\nWe wanted to get brunch, but we didn't want to enter a food coma, so we decided to try out Terrace Pointe Cafe.  (We would have gone off the Strip if we had access to a car, but we didn't that weekend.)\n\nTHE SERVICE WAS AWFUL.  I had low expectations based on other reviews I've read here, but it didn't even meet that low bar.  Our waitress Heather was terrible, and the guy who took our drink order was nice at first but then totally ignored us.  Not only did we have to ask multiple times for bread, but we didn't get drink refills, and it took a LONG time to place our order and get our food.  The food took so long to come out that everything was lukewarm.  We would have sent it back, but we were starving by the time it finally showed up.  The craptastic service was made even worse by the fact that she was giving excellent service to a table of old white people behind us.  Mmm, brunch with a side of racism.  My favorite.  The bf was steaming mad by the time we got our check, and we only ended up tipping $1, on a check that was over $30 (speaking of which, the entrees are really expensive for what they are -- my turkey burger was $15!).\n\nAs for the food, the bf had the breakfast plate which came with pancakes and eggs and sausage links.  It also had toast, I think?  He said it was OK.  The turkey burger was decent but not that great.\n\nAlso, Diet Cokes are $4!!!  HIGHWAY ROBBERY.  Mr. Wynn, as a fellow Penn alum, I am disappointed.  Sorely.",1
26389,"This place is ok.  I kind of feel like it's a Five Guys clone.  Although the burger is a tad smaller.  But not as greasy.  Also they don't have cajun fries.  Ok so it's not exactly Five Guys, but it's still pretty good.",3
42168,"Just like most reviews on here say, these wings are delicious! I have tried about 8 of the flavors, all were great. They Cajun Hot were the best ones out there. The reason a star in lost is because of the customer service there. The cashiers are all nice and friendly. They people in back are always giving the worst looks to the customers. Oh well. It tastes good. A little bit higher on the price scale, but the wind size makes up for it.",4
45902,"This review is only for the club.\nThis new club has quite the line up of DJ's, and the weekend we were there Tiesto was spinning on Sat night! Being that he is among the top DJ's on the planet, we figured it would be packed so, of course, I turn to my fellow Yelpsters for advice...\nLet me confirm and clear up a few things now that I have been there. \nFirst the nerve-wrecking stairs, this is a 5 story spot, but the club is only 3 stories. You enter on the main floor, so if you are there for EDM, stay there and no stairs. The main floor is the middle, so if you are there for hip-hop go downstairs, and now I can see a problem.\nSecond the non-VIP seating policy, there actually are places to sit for non-VIP. If you go downstairs, damn stairs!, you have two directions at the bottom, straight in the main room or do a 180 and walk down the hall. The back room is open seating, at least until the promoters sell the seat as VIP, but to us it seamed like we had a place to sit all night. Plus those bartenders are way less busy and hoooook it up!\nThird the nice staff, this one is true! These were without a doubt the nicest bouncers and bartenders we had ever dealt with, and we have been to clubs from SF to Ibiza. It was a much better feel than the normal steroid-staredown that you get from most clubs in Vegas. \nFourth the dress code, this is normal for Vegas, smart casual. A previous post mentions flip-flops, I did not see any, but let's face it a dress code is 99.9% for the guys so maybe she did sneak in with them on...\nFifth the music in the hip hop room, the posts about the gangster rap are probably from people that did not stay down there long enough, we really felt there was a good mix of many genres of hip hop, but we were there for Tiesto!\nLast the dance floor, prior posts are accurate, there is little to no dance floor for a club that holds 5000 people. The main dance floors get so packed that it becomes more of a collective fist pump rather than dancing. We found that upstairs was the better place to dance. There is an open area up there, and while not technically a dance floor, we sure turned it into one! Oh and you can see the DJ booth from up there, if you look through the VIP's lining the rail. \nThe lack of dance floor space is the reason I knocked a star off. All in all this is a great club, and with DJ's like Tiesto how can you go wrong.",4
19185,Major disappointment. \n\nI've visited a handful of different LA Fitness' locations in the valley and this is BY FAR the worst one I've been to.  I consider LA Fitness to be a pretty solid chain gym and this location is simply not up to par . The gym is small and the equipment appears outdated.  Needless to say I probably won't be returning if I happen to be in the area.,1
18986,"Whenever I have extra time at lunch, I cruise over to this place. I love the spicy coconut soup with added veggies or the peanut butter chicken. Service was great as well. I have no complaints about this places so i gave it a 4 star.",4
29620,Great meal. Tom yum soup hits the spot on a cool day. \nLast couple trips here it seems the soup and entrees come out very close to each other. I would prefer to eat the soup before the entree arrives. \nBut a solid meal everytime.,4
20560,"Five...five...five dollar foot longs. This song is very catchy indeed. However the footlongs do not catch my taste buds for long.(no pun intended) Do not get me wrong the bread is fresh and so are the vegetables. The cold cuts? Hmmm not so sure. The grilled chicken pieces they use for the sandwiches, I do not trust. It looks like soy meat. I know it is only $5.00 but for the amount of money I spend on four subs I cold buy sandwich ingredients from the grocery store that will probably last me a week. Better quality too.",2
35149,"The beau and I stopped by on a whim whilest exploring our new city and it's probably the best find so far. \n\nWalking in for a late dinner we were happily greeted and easily seated. Service was prompt and pleasant. We ordered some garlic naan, chicken tikka masala and chicken vidaloo. All came out within 10 minutes and boy was it amazing! The tikka masala was creamy and fresh. My beau ordered his vidaloo spicy, and it was the perfect amount of spicy.  We've been back at least 8x since and always end up happily full. (ITIS!)\n\nI can't wait to try the lunch buffet!",4
24234,"The last time we tried to go here, the Bouncer was not at his post, we walked bye and he quickly called us over then proceeded to eyeball us and give us extreme attitude!!!  Lay off the juice! We went in and waited for 15 mins and one came to our table... We left.\nI would never go here for any reason! But girls are Drawn to this place, this Place and Chevy Trailblazers... Go figure!",1
2863,"WORST PEDICURE EVER. I was just there this morning for a full set and a pedi. The man that did my full set was patient... he had to pry off an old set as I wanted a new fresh one... and I had just gotten a fill so it took a little bit of work. My only complaint with him is that he cut me pretty good with the drill and if it hurts this much now, boy is it gonna smart tomorrow. But I do love how my nails look. Thin and shaped perfectly. The pedi however is where things really head south. She did an ok job on the scrubbing, cutting and filing but that's where it ends. When it came time for the best part, the massage, it's like she was a zombie. She barely rubbed my feet, she rubbed my shins a little bit and my knees (???) but would NOT rub my feet. Thats the part that hurts after being on them all day!!  She squeezed them, pinched my toes, slapped the bottoms of my feet but still no massage. It was like she had no clue what she was doing. Definitely the strangest experience at a salon ever. The polish job was sloppy, polish on my cuticles that she didn't clean up. WEIRD WEIRD WEIRD.  Won't be going back.",2
23219,"This is the least good Ethiopian I've ever had. That's not to say it was bad, but it was the least good, I'm trying really hard not to say worst here, OK. I've had so much Ethiopian and Eritrean in every city I've lived and it is, hands down, one of my favorite foods to eat forever ever, so I was so bummed because it's been over a year since I've had it. It should be a rich and insanely nuanced food and everything here was...bland. Like, actually, really bland, which I didn't even think possible. I'm so sad. I didn't take home the leftovers. This is notable because: Why would I do that? and I never have leftovers when I go out for Ethiopian. \n\nHere's the rudest comment I'll ever make on yelp--if you believe this is great, it's the only Ethiopian you've ever had. I know Pittsburgh is at a huge disadvantage over a D.C. or a Berkeley, CA--there's ready access to all necessary ingredients and dense populations of Ethiopians. \n\nPlease go to Adams Morgan in D.C. and pick a restaurant, almost any one really, and I guarantee a mouth explosion. My mouth is watering thinking about it. *sigh*\n\nI hope Tana can improve. I really, really, really do. Please. Please?",2
16662,"This is like a more expensive, less tasty version of Macayos. \n\nI went here with a group of about nine people, and even though six of the nine people were present, they didn't seat us until everyone was present.  Hmm, ok.  This was on a quiet Monday evening.\n\nWe're seated and I will give credit to the server as she was very pleasant and attentive.  There was rarely a time a beverage glass was empty. \n\nThe food leaves a lot to be desired.  I had the carne asada taco plate with a side of guacamole.  It was as if nothing had any seasoning.  I understand Americanized Mexican food, I really do, and I did not go in here with the expectation of getting super-flavorful food, but I did expect some seasoning.  \n\nI definitely won't choose to come back here.",2
15767,"This place is amazing. I love that there is a show room. I've even taken out of town guests here and they had a blast.\n\nI seldom walk through the showroom anymore, not because it isn't cool looking at the furniture and little lives that you can see in the rooms that are created, but it just takes forever when you just want to pick up some new guest towels.\n\nthis is my $500 store. I always spent around that when I go, best intentions are thrown out the window. I can't help myself.\n\nI read some of the other reviews. I'm always a little blown away at complaints for a contract that someone signs or complaints about delivery times, if you KNOW the time table, then be there.\n\nI've gotten a broken dresser and bed side table from IKEA before, it was a pain wrestling the already open boxes into the car and then into the store, but the 90 minute wait to be seen was a bit of a stretch, its like they were working in the returns department at a snails pace. But they were good about replacing the broken pieces.\n\nI also really prefer to go during the week,  during normal business hours. This place is a MAD HOUSE on the weekend, I'm not a huge fan of \""touching crowds\"" (where you don't have room to maneuver without touching people or constantly excusing yourself) and this happens to often on the weekends at IKEA. It won't stop me, but it is a preference.\n\nIts cool that they have a cafe, for breakfast or lunch and you can drop your potty trained kids off at the little IKEA kid spot (I don't know what they call it) for a couple of hours while you shop. (Mine are to big for this now but I most certainly have used this option in the past.) There is also a snack stand near check out and a little food store area with imports. I always get several bags of meatballs and gravy as well as multiple 6 packs of the AMAZING cinnamon buns that they have there!\n\nDon't pass up cinnamon rolls! You can buy just one if you want!",4
14478,"Came here one night with my hubby. We drank margaritas. The night started out with people singing karaoke, but once people stopped going up the karaoke host rocked it. It was a lot of fun!",4
